indic_to,c_resid,month,unit,geo\time	2022 	2021 	2020 	2019 	2018 
LSTY,DOM,M12,NR,EE	12559 	13188 	11712 	10201 	7474 
LSTY,DOM,M12,NR,EL	109108 	97935 	33828 	97943 	70573 
LSTY,DOM,M12,NR,ES	841212 	809404 	339573 	728579 	587710 
LSTY,DOM,M12,NR,EU27_2020	5015495 	4645862 	2576447 	4035065 	3272689 
LSTY,DOM,M12,NR,FI	44540 	44220 	43154 	28052 	21630 
LSTY,DOM,M12,NR,FR	1990069 	1879833 	1260934 	1339228 	1102076 
LSTY,DOM,M12,NR,HR	25527 	25952 	15816 	30855 	25739 
LSTY,DOM,M12,NR,HU	21249 	19334 	13143 	24645 	21025 
LSTY,DOM,M12,NR,IE	28574 	27836 	26543 	28344 	26566 
LSTY,DOM,M12,NR,IS	1194 	1595 	1239 	912 	1024 
LSTY,DOM,M12,NR,IT	534531 	474721 	136578 	493224 	426279 
LSTY,DOM,M12,NR,LI	3 	16 	5 	: 	3 
LSTY,DOM,M12,NR,LT	16569 	16467 	8227 	12525 	8392 
LSTY,DOM,M12,NR,LU	1214 	1249 	1550 	1102 	963 
LSTY,DOM,M12,NR,LV	8167 	8861 	7968 	5224 	3479 
LSTY,DOM,M12,NR,MT	2806 	3713 	4332 	2852 	2734 
LSTY,DOM,M12,NR,NL	50931 	59011 	73895 	46059 	40032 
LSTY,DOM,M12,NR,NO	30575 	27863 	29240 	22285 	19364 
LSTY,DOM,M12,NR,PL	290249 	255838 	112867 	222587 	170770 
LSTY,DOM,M12,NR,PT	78025 	73071 	54912 	61254 	53624 
LSTY,DOM,M12,NR,RO	63960 	64847 	37687 	59287 	36430 
LSTY,DOM,M12,NR,SE	26187 	27049 	26657 	19407 	13564 
LSTY,DOM,M12,NR,SI	6769 	5257 	669 	6184 	5522 
LSTY,DOM,M12,NR,SK	19336 	13172 	13996 	15744 	10620 
LSTY,DOM,TOTAL,NR,AT	582783 	498352 	540747 	438159 	376614 
LSTY,DOM,TOTAL,NR,BE	798761 	1152951 	692406 	461692 	363835 
LSTY,DOM,TOTAL,NR,BG	352552 	376501 	300196 	288153 	233878 
LSTY,DOM,TOTAL,NR,CH	945289 	1269270 	1033291 	598986 	511083 
LSTY,DOM,TOTAL,NR,CY	125417 	107357 	107866 	98280 	80195 
LSTY,DOM,TOTAL,NR,CZ	632359 	562049 	541774 	551949 	465232 
LSTY,DOM,TOTAL,NR,DE	11428675 	9307808 	9711092 	9472990 	7306002 
LSTY,DOM,TOTAL,NR,DK	413754 	533750 	473132 	358351 	322107 
LSTY,DOM,TOTAL,NR,EE	178201 	184636 	148650 	120638 	92776 
LSTY,DOM,TOTAL,NR,EL	1564313 	1350963 	955656 	1315851 	971542 
LSTY,DOM,TOTAL,NR,ES	12357281 	11521761 	7764180 	10233050 	8737059 
LSTY,DOM,TOTAL,NR,EU27_2020	77918624 	72371879 	56082196 	58800715 	48037497 
LSTY,DOM,TOTAL,NR,FI	658876 	662525 	496227 	388420 	305401 
LSTY,DOM,TOTAL,NR,FR	30273851 	28190595 	20337119 	20083120 	16626042 
LSTY,DOM,TOTAL,NR,HR	516532 	511074 	353351 	430898 	361015 
LSTY,DOM,TOTAL,NR,HU	397729 	386197 	409640 	399854 	357108 
LSTY,DOM,TOTAL,NR,IE	510253 	676961 	521585 	444921 	383943 
LSTY,DOM,TOTAL,NR,IS	24160 	28343 	21389 	19420 	17782 
LSTY,DOM,TOTAL,NR,IT	7962838 	7229116 	5436155 	6944158 	5860314 
LSTY,DOM,TOTAL,NR,LI	160 	104 	106 	156 	99 
LSTY,DOM,TOTAL,NR,LT	293805 	304454 	239274 	173598 	127685 
LSTY,DOM,TOTAL,NR,LU	14769 	16191 	15540 	11331 	10139 
LSTY,DOM,TOTAL,NR,LV	119854 	144940 	99077 	63918 	43653 
LSTY,DOM,TOTAL,NR,MT	34573 	39731 	38574 	31142 	25882 
LSTY,DOM,TOTAL,NR,NL	834962 	1351124 	942400 	617378 	533044 
LSTY,DOM,TOTAL,NR,NO	554147 	626953 	492011 	403243 	346623 
LSTY,DOM,TOTAL,NR,PL	4802087 	3987625 	3337317 	3577676 	2706104 
LSTY,DOM,TOTAL,NR,PT	1249655 	1429970 	1204482 	1014970 	842801 
LSTY,DOM,TOTAL,NR,RO	935491 	923862 	635996 	704833 	473362 
LSTY,DOM,TOTAL,NR,SE	553459 	624249 	489528 	319999 	239240 
LSTY,DOM,TOTAL,NR,SI	70487 	57485 	62440 	63627 	56507 
LSTY,DOM,TOTAL,NR,SK	255307 	239652 	227792 	191759 	136017 
LSTY,FOR,M01,NR,AT	254525 	25530 	428507 	347669 	302789 
LSTY,FOR,M01,NR,BE	94113 	37527 	122347 	93193 	75234 
LSTY,FOR,M01,NR,BG	27854 	14898 	41885 	31719 	28021 
LSTY,FOR,M01,NR,CH	109296 	64260 	127165 	99994 	85870 
LSTY,FOR,M01,NR,CY	34981 	6228 	40686 	34908 	21741 
LSTY,FOR,M01,NR,CZ	54508 	11003 	163813 	140867 	122995 
LSTY,FOR,M01,NR,DE	202900 	99537 	342755 	314493 	268741 
LSTY,FOR,M01,NR,DK	30044 	11030 	50218 	47642 	45540 
LSTY,FOR,M01,NR,EE	13601 	6821 	29739 	22292 	17801 
LSTY,FOR,M01,NR,EL	86414 	26785 	112626 	82119 	62535 
LSTY,FOR,M01,NR,ES	1180995 	321343 	1422427 	1267685 	1078864 
LSTY,FOR,M01,NR,EU27_2020	3734575 	1106579 	5421612 	4588363 	3875633 
LSTY,FOR,M01,NR,FI	35831 	11556 	66177 	52492 	43134 
LSTY,FOR,M01,NR,FR	556502 	182459 	706610 	608910 	518738 
LSTY,FOR,M01,NR,HR	37710 	11453 	31820 	25849 	25293 
LSTY,FOR,M01,NR,HU	97247 	17019 	174039 	130620 	107149 
LSTY,FOR,M01,NR,IE	33021 	14182 	61900 	67968 	55323 
LSTY,FOR,M01,NR,IS	16810 	2588 	32033 	39462 	43052 
LSTY,FOR,M01,NR,IT	343906 	59035 	642292 	521780 	447643 
LSTY,FOR,M01,NR,LI	291 	385 	493 	406 	365 
LSTY,FOR,M01,NR,LT	14120 	6155 	27472 	21094 	17467 
LSTY,FOR,M01,NR,LU	8919 	6479 	10359 	7837 	5579 
LSTY,FOR,M01,NR,LV	10778 	5295 	23255 	16328 	11720 
LSTY,FOR,M01,NR,MT	24210 	12053 	41589 	33152 	27705 
LSTY,FOR,M01,NR,NL	48219 	28089 	124522 	116297 	100134 
LSTY,FOR,M01,NR,NO	36357 	13327 	57314 	47875 	39460 
LSTY,FOR,M01,NR,PL	130356 	36203 	197056 	149268 	118975 
LSTY,FOR,M01,NR,PT	298632 	110622 	393631 	327924 	268425 
LSTY,FOR,M01,NR,RO	31666 	13952 	46498 	33580 	23994 
LSTY,FOR,M01,NR,SE	46394 	25433 	47444 	38371 	31573 
LSTY,FOR,M01,NR,SI	18019 	2055 	25438 	19687 	18851 
LSTY,FOR,M01,NR,SK	19110 	3837 	46507 	34619 	29669 
LSTY,FOR,M02,NR,AT	371379 	26421 	532051 	431942 	356423 
LSTY,FOR,M02,NR,BE	102305 	35785 	143409 	105628 	84269 
LSTY,FOR,M02,NR,BG	31316 	13866 	41914 	31544 	28083 
LSTY,FOR,M02,NR,CH	119400 	62371 	150789 	110069 	97947 
LSTY,FOR,M02,NR,CY	41583 	5238 	47127 	39444 	26073 
LSTY,FOR,M02,NR,CZ	70273 	10624 	179873 	143319 	126182 
LSTY,FOR,M02,NR,DE	226496 	98787 	387987 	336707 	294402 
LSTY,FOR,M02,NR,DK	37499 	9478 	52188 	44276 	43470 
LSTY,FOR,M02,NR,EE	13202 	6174 	23455 	17312 	13742 
LSTY,FOR,M02,NR,EL	100020 	25343 	121858 	90832 	67852 
LSTY,FOR,M02,NR,ES	1369497 	292684 	1523240 	1341992 	1151617 
LSTY,FOR,M02,NR,EU27_2020	4594126 	1029635 	5991567 	4931730 	4223732 
LSTY,FOR,M02,NR,FI	40480 	10392 	60349 	48246 	41991 
LSTY,FOR,M02,NR,FR	565581 	161391 	727937 	573920 	528628 
LSTY,FOR,M02,NR,HR	47624 	10992 	34935 	27939 	21365 
LSTY,FOR,M02,NR,HU	109007 	18586 	179843 	132404 	108575 
LSTY,FOR,M02,NR,IE	43088 	10502 	71078 	73720 	64335 
LSTY,FOR,M02,NR,IS	24479 	2965 	39401 	51510 	57085 
LSTY,FOR,M02,NR,IT	556715 	85528 	781630 	645098 	554086 
LSTY,FOR,M02,NR,LI	465 	320 	619 	503 	397 
LSTY,FOR,M02,NR,LT	13906 	5885 	22597 	15820 	13330 
LSTY,FOR,M02,NR,LU	9116 	6629 	10680 	7846 	5874 
LSTY,FOR,M02,NR,LV	12509 	4420 	20354 	12686 	9637 
LSTY,FOR,M02,NR,MT	28681 	11149 	47911 	34986 	31739 
LSTY,FOR,M02,NR,NL	72111 	26230 	149803 	127430 	118927 
LSTY,FOR,M02,NR,NO	54293 	10829 	75497 	59166 	48667 
LSTY,FOR,M02,NR,PL	174993 	44388 	201416 	149727 	118509 
LSTY,FOR,M02,NR,PT	417446 	64298 	446673 	357736 	302908 
LSTY,FOR,M02,NR,RO	36412 	14780 	48200 	33783 	25207 
LSTY,FOR,M02,NR,SE	53450 	24454 	55783 	46677 	36408 
LSTY,FOR,M02,NR,SI	18182 	1963 	24074 	17945 	16438 
LSTY,FOR,M02,NR,SK	31255 	3648 	55202 	42771 	33662 
LSTY,FOR,M03,NR,AT	328752 	29387 	188972 	371918 	351804 
LSTY,FOR,M03,NR,BE	119845 	41814 	81253 	129376 	112675 
LSTY,FOR,M03,NR,BG	41969 	15096 	20574 	29534 	26219 
LSTY,FOR,M03,NR,CH	129737 	79437 	75653 	130151 	120227 
LSTY,FOR,M03,NR,CY	59416 	7813 	31949 	56350 	47346 
LSTY,FOR,M03,NR,CZ	77898 	9907 	68664 	155201 	154179 
LSTY,FOR,M03,NR,DE	257269 	116828 	207626 	378761 	326287 
LSTY,FOR,M03,NR,DK	52805 	11283 	32265 	63057 	68074 
LSTY,FOR,M03,NR,EE	16429 	5545 	13145 	20117 	17701 
LSTY,FOR,M03,NR,EL	159442 	29322 	79782 	132489 	135505 
LSTY,FOR,M03,NR,ES	1589512 	384123 	787721 	1497356 	1324213 
LSTY,FOR,M03,NR,EU27_2020	5768351 	1203681 	2876119 	5868858 	5488373 
LSTY,FOR,M03,NR,FI	39212 	10051 	34221 	47723 	42779 
LSTY,FOR,M03,NR,FR	767521 	170065 	396844 	759903 	762048 
LSTY,FOR,M03,NR,HR	74976 	24594 	21111 	47839 	54387 
LSTY,FOR,M03,NR,HU	125755 	18661 	85982 	155640 	139002 
LSTY,FOR,M03,NR,IE	64189 	12056 	54965 	120398 	104727 
LSTY,FOR,M03,NR,IS	32007 	4407 	23875 	56572 	65205 
LSTY,FOR,M03,NR,IT	756783 	85781 	154736 	832720 	814220 
LSTY,FOR,M03,NR,LI	353 	289 	320 	514 	433 
LSTY,FOR,M03,NR,LT	18483 	6986 	14140 	21055 	19145 
LSTY,FOR,M03,NR,LU	10865 	7259 	7663 	9640 	7160 
LSTY,FOR,M03,NR,LV	15745 	4141 	12090 	15622 	12779 
LSTY,FOR,M03,NR,MT	41689 	12040 	27993 	47236 	47314 
LSTY,FOR,M03,NR,NL	115460 	31188 	88589 	168974 	177548 
LSTY,FOR,M03,NR,NO	60308 	9493 	37989 	64268 	56204 
LSTY,FOR,M03,NR,PL	304589 	50718 	103477 	186666 	164023 
LSTY,FOR,M03,NR,PT	553671 	69904 	275320 	482511 	456004 
LSTY,FOR,M03,NR,RO	73263 	16936 	25556 	42608 	34045 
LSTY,FOR,M03,NR,SE	55289 	25941 	35093 	46810 	41705 
LSTY,FOR,M03,NR,SI	19767 	2489 	9524 	20797 	22934 
LSTY,FOR,M03,NR,SK	27757 	3753 	16864 	28557 	24550 
LSTY,FOR,M04,NR,AT	251190 	29156 	20261 	304888 	200068 
LSTY,FOR,M04,NR,BE	175321 	42155 	17354 	172613 	128533 
LSTY,FOR,M04,NR,BG	44876 	14596 	5294 	33862 	33213 
LSTY,FOR,M04,NR,CH	119422 	56475 	19347 	119558 	92138 
LSTY,FOR,M04,NR,CY	88315 	19251 	5931 	83848 	64816 
LSTY,FOR,M04,NR,CZ	109055 	11642 	10595 	226557 	188949 
LSTY,FOR,M04,NR,DE	339434 	115160 	72263 	444612 	377339 
LSTY,FOR,M04,NR,DK	87206 	12258 	10356 	96003 	77102 
LSTY,FOR,M04,NR,EE	19440 	5502 	3212 	26566 	20099 
LSTY,FOR,M04,NR,EL	414901 	35873 	20938 	359996 	265843 
LSTY,FOR,M04,NR,ES	1826282 	443699 	93418 	1761544 	1543207 
LSTY,FOR,M04,NR,EU27_2020	8114125 	1309561 	542764 	8407225 	6624321 
LSTY,FOR,M04,NR,FI	31908 	9843 	6850 	37095 	32392 
LSTY,FOR,M04,NR,FR	1146010 	150665 	76810 	1050290 	783404 
LSTY,FOR,M04,NR,HR	240146 	40575 	6991 	230652 	162206 
LSTY,FOR,M04,NR,HU	152745 	17872 	12090 	242690 	184178 
LSTY,FOR,M04,NR,IE	97237 	11603 	10649 	153939 	124190 
LSTY,FOR,M04,NR,IS	30698 	4775 	2221 	38751 	46155 
LSTY,FOR,M04,NR,IT	1463185 	79578 	41128 	1537697 	1197614 
LSTY,FOR,M04,NR,LI	398 	237 	83 	536 	419 
LSTY,FOR,M04,NR,LT	23098 	7817 	3388 	27996 	23930 
LSTY,FOR,M04,NR,LU	11447 	7417 	2306 	10545 	7817 
LSTY,FOR,M04,NR,LV	20689 	4839 	3399 	24704 	16934 
LSTY,FOR,M04,NR,MT	67239 	12235 	6146 	83867 	68338 
LSTY,FOR,M04,NR,NL	224139 	34400 	25944 	305519 	240436 
LSTY,FOR,M04,NR,NO	59716 	7373 	6287 	56861 	47410 
LSTY,FOR,M04,NR,PL	295246 	44297 	19355 	256788 	174638 
LSTY,FOR,M04,NR,PT	775578 	108161 	42335 	732015 	569711 
LSTY,FOR,M04,NR,RO	72198 	17028 	6387 	61599 	40012 
LSTY,FOR,M04,NR,SE	70683 	27858 	16393 	57415 	42789 
LSTY,FOR,M04,NR,SI	39498 	2268 	1298 	50784 	34257 
LSTY,FOR,M04,NR,SK	27059 	3813 	1673 	33141 	22306 
LSTY,FOR,M05,NR,AT	233941 	63477 	22010 	263983 	226422 
LSTY,FOR,M05,NR,BE	181181 	64918 	19300 	172708 	144026 
LSTY,FOR,M05,NR,BG	51708 	21021 	5044 	39172 	38047 
LSTY,FOR,M05,NR,CH	138117 	63731 	21308 	139926 	114926 
LSTY,FOR,M05,NR,CY	99629 	36192 	5570 	102630 	89794 
LSTY,FOR,M05,NR,CZ	114870 	16599 	10194 	232577 	229401 
LSTY,FOR,M05,NR,DE	401939 	127012 	81010 	480686 	406221 
LSTY,FOR,M05,NR,DK	94110 	17823 	12117 	120027 	135368 
LSTY,FOR,M05,NR,EE	22597 	7296 	3708 	39239 	28878 
LSTY,FOR,M05,NR,EL	633543 	146056 	23806 	519715 	460758 
LSTY,FOR,M05,NR,ES	1976791 	664401 	76691 	1866855 	1761311 
LSTY,FOR,M05,NR,EU27_2020	9161810 	2268653 	563670 	9266332 	8547847 
LSTY,FOR,M05,NR,FI	39342 	12183 	6499 	50571 	37467 
LSTY,FOR,M05,NR,FR	1209088 	224351 	77741 	1080426 	1050408 
LSTY,FOR,M05,NR,HR	398018 	105975 	14052 	367453 	372456 
LSTY,FOR,M05,NR,HU	151942 	23530 	11833 	243785 	209960 
LSTY,FOR,M05,NR,IE	110874 	15132 	10233 	185723 	178188 
LSTY,FOR,M05,NR,IS	39789 	11237 	1835 	46314 	63923 
LSTY,FOR,M05,NR,IT	1744487 	264398 	39361 	1733611 	1631020 
LSTY,FOR,M05,NR,LI	568 	279 	144 	564 	433 
LSTY,FOR,M05,NR,LT	25904 	9513 	3598 	40643 	33004 
LSTY,FOR,M05,NR,LU	12884 	8425 	2802 	11162 	9010 
LSTY,FOR,M05,NR,LV	23328 	6911 	4351 	36891 	25380 
LSTY,FOR,M05,NR,MT	77509 	20745 	4558 	96462 	87118 
LSTY,FOR,M05,NR,NL	194712 	45770 	37921 	257850 	263534 
LSTY,FOR,M05,NR,NO	76712 	7382 	8509 	78291 	68838 
LSTY,FOR,M05,NR,PL	286070 	68665 	21182 	269574 	213670 
LSTY,FOR,M05,NR,PT	838749 	229933 	39008 	805524 	723927 
LSTY,FOR,M05,NR,RO	77833 	23005 	5702 	66172 	49676 
LSTY,FOR,M05,NR,SE	83899 	32469 	21658 	79402 	65081 
LSTY,FOR,M05,NR,SI	50091 	7609 	1924 	56489 	51221 
LSTY,FOR,M05,NR,SK	26771 	5244 	1797 	47002 	26501 
LSTY,FOR,M06,NR,AT	335909 	139586 	97443 	375099 	265600 
LSTY,FOR,M06,NR,BE	190949 	73469 	48430 	182970 	135704 
LSTY,FOR,M06,NR,BG	81064 	39370 	11933 	87673 	84075 
LSTY,FOR,M06,NR,CH	174492 	71727 	41595 	193870 	154433 
LSTY,FOR,M06,NR,CY	111068 	70145 	9236 	132587 	117188 
LSTY,FOR,M06,NR,CZ	128080 	29297 	26080 	242437 	200826 
LSTY,FOR,M06,NR,DE	449144 	164778 	133511 	527308 	476929 
LSTY,FOR,M06,NR,DK	132097 	36145 	29290 	147473 	133147 
LSTY,FOR,M06,NR,EE	32315 	11672 	11430 	51074 	43398 
LSTY,FOR,M06,NR,EL	1201759 	478330 	64282 	968461 	828554 
LSTY,FOR,M06,NR,ES	2115529 	784076 	111598 	2204366 	1939810 
LSTY,FOR,M06,NR,EU27_2020	12426820 	4208187 	1539929 	12640896 	10463902 
LSTY,FOR,M06,NR,FI	44646 	13173 	9751 	56899 	48396 
LSTY,FOR,M06,NR,FR	1756125 	427139 	227951 	1741028 	1420888 
LSTY,FOR,M06,NR,HR	1238755 	476165 	231851 	1067718 	888276 
LSTY,FOR,M06,NR,HU	176599 	45416 	26790 	263192 	208577 
LSTY,FOR,M06,NR,IE	138569 	27018 	14748 	207018 	186448 
LSTY,FOR,M06,NR,IS	65671 	27341 	4359 	76039 	97623 
LSTY,FOR,M06,NR,IT	2303145 	637278 	145664 	2273701 	1766685 
LSTY,FOR,M06,NR,LI	728 	372 	364 	595 	444 
LSTY,FOR,M06,NR,LT	33710 	13422 	12002 	44890 	39253 
LSTY,FOR,M06,NR,LU	13687 	8751 	5052 	13059 	10126 
LSTY,FOR,M06,NR,LV	34215 	9057 	14998 	45542 	36061 
LSTY,FOR,M06,NR,MT	88955 	35333 	2804 	113067 	98232 
LSTY,FOR,M06,NR,NL	235346 	75204 	112243 	303247 	259608 
LSTY,FOR,M06,NR,NO	128553 	8839 	12870 	127008 	104303 
LSTY,FOR,M06,NR,PL	316377 	121265 	58547 	328880 	247435 
LSTY,FOR,M06,NR,PT	936134 	374414 	73496 	931584 	791378 
LSTY,FOR,M06,NR,RO	83442 	38687 	10136 	78038 	50970 
LSTY,FOR,M06,NR,SE	121175 	43850 	25313 	111457 	86224 
LSTY,FOR,M06,NR,SI	90191 	24482 	17641 	93060 	69521 
LSTY,FOR,M06,NR,SK	37835 	10665 	7709 	49068 	30593 
LSTY,FOR,M07,NR,AT	624725 	387876 	353606 	537856 	467217 
LSTY,FOR,M07,NR,BE	253718 	122417 	136058 	217648 	168847 
LSTY,FOR,M07,NR,BG	133698 	102497 	44007 	161755 	154741 
LSTY,FOR,M07,NR,CH	239537 	130323 	104510 	230949 	190708 
LSTY,FOR,M07,NR,CY	144620 	122075 	37982 	154312 	138141 
LSTY,FOR,M07,NR,CZ	166851 	69529 	76915 	288102 	269570 
LSTY,FOR,M07,NR,DE	648841 	317490 	324148 	678845 	616875 
LSTY,FOR,M07,NR,DK	237335 	96001 	98727 	231101 	200162 
LSTY,FOR,M07,NR,EE	57308 	28445 	34010 	82280 	74347 
LSTY,FOR,M07,NR,EL	1919008 	1223259 	451557 	1418189 	1228098 
LSTY,FOR,M07,NR,ES	2809222 	1545973 	826192 	2784064 	2629714 
LSTY,FOR,M07,NR,EU27_2020	18952617 	10644105 	6567708 	17407124 	15648793 
LSTY,FOR,M07,NR,FI	66100 	27154 	19658 	73429 	61415 
LSTY,FOR,M07,NR,FR	2825461 	1398779 	1173048 	2357674 	2123467 
LSTY,FOR,M07,NR,HR	2436587 	1798779 	1010806 	1985726 	1869125 
LSTY,FOR,M07,NR,HU	265291 	99887 	99190 	344813 	314205 
LSTY,FOR,M07,NR,IE	184406 	64056 	42733 	249428 	235555 
LSTY,FOR,M07,NR,IS	87278 	51277 	24627 	95804 	113474 
LSTY,FOR,M07,NR,IT	3228845 	1801812 	772165 	2892095 	2547400 
LSTY,FOR,M07,NR,LI	957 	694 	775 	817 	671 
LSTY,FOR,M07,NR,LT	50606 	29760 	34450 	74168 	63505 
LSTY,FOR,M07,NR,LU	15133 	10641 	8936 	13201 	10483 
LSTY,FOR,M07,NR,LV	57957 	28820 	42737 	79440 	61184 
LSTY,FOR,M07,NR,MT	117634 	60514 	29480 	140334 	122250 
LSTY,FOR,M07,NR,NL	313839 	167341 	221448 	354361 	321559 
LSTY,FOR,M07,NR,NO	198771 	38521 	54846 	176873 	143300 
LSTY,FOR,M07,NR,PL	533307 	293158 	244675 	508691 	408076 
LSTY,FOR,M07,NR,PT	1280994 	560333 	323496 	1245632 	1143173 
LSTY,FOR,M07,NR,RO	116590 	73872 	23860 	112128 	80938 
LSTY,FOR,M07,NR,SE	217804 	96061 	41301 	188584 	148575 
LSTY,FOR,M07,NR,SI	173283 	88345 	57113 	158984 	132119 
LSTY,FOR,M07,NR,SK	73454 	29231 	39410 	74284 	58052 
LSTY,FOR,M08,NR,AT	634546 	497907 	408172 	554630 	471368 
LSTY,FOR,M08,NR,BE	270791 	165024 	120824 	220376 	178893 
LSTY,FOR,M08,NR,BG	143882 	137816 	68462 	176441 	156632 
LSTY,FOR,M08,NR,CH	268178 	201036 	156625 	246589 	204730 
LSTY,FOR,M08,NR,CY	146901 	127131 	58031 	161279 	143923 
LSTY,FOR,M08,NR,CZ	181598 	96741 	99318 	301938 	274182 
LSTY,FOR,M08,NR,DE	602521 	327278 	334644 	658326 	604943 
LSTY,FOR,M08,NR,DK	238924 	159271 	132994 	228598 	219813 
LSTY,FOR,M08,NR,EE	45778 	32969 	29374 	71721 	60828 
LSTY,FOR,M08,NR,EL	1934327 	1434491 	733375 	1548642 	1307833 
LSTY,FOR,M08,NR,ES	2826193 	1767788 	919471 	2962206 	2730501 
LSTY,FOR,M08,NR,EU27_2020	18427237 	12455501 	8028352 	17782072 	15663058 
LSTY,FOR,M08,NR,FI	73181 	42018 	26586 	91928 	75946 
LSTY,FOR,M08,NR,FR	2530876 	1296690 	1113700 	2139786 	1896168 
LSTY,FOR,M08,NR,HR	2467543 	2239388 	1234669 	2245685 	1989269 
LSTY,FOR,M08,NR,HU	288123 	167965 	134170 	395367 	342494 
LSTY,FOR,M08,NR,IE	198024 	90650 	55416 	272201 	262226 
LSTY,FOR,M08,NR,IS	91467 	59301 	26783 	101672 	123676 
LSTY,FOR,M08,NR,IT	2851318 	1987556 	1171707 	2641560 	2286129 
LSTY,FOR,M08,NR,LI	1019 	868 	823 	832 	778 
LSTY,FOR,M08,NR,LT	49012 	35250 	29736 	73670 	62681 
LSTY,FOR,M08,NR,LU	14193 	10700 	8424 	11875 	9172 
LSTY,FOR,M08,NR,LV	56473 	35258 	42349 	80566 	61298 
LSTY,FOR,M08,NR,MT	125487 	77730 	53071 	154856 	130970 
LSTY,FOR,M08,NR,NL	316506 	174385 	231766 	364605 	333522 
LSTY,FOR,M08,NR,NO	204402 	77123 	60942 	186210 	160662 
LSTY,FOR,M08,NR,PL	513513 	340205 	249518 	462191 	368848 
LSTY,FOR,M08,NR,PT	1304603 	817245 	567718 	1384561 	1243996 
LSTY,FOR,M08,NR,RO	134047 	96117 	26884 	130119 	97036 
LSTY,FOR,M08,NR,SE	214264 	135417 	58816 	181482 	144692 
LSTY,FOR,M08,NR,SI	190287 	126849 	73007 	182980 	148179 
LSTY,FOR,M08,NR,SK	74326 	35662 	46150 	84483 	61516 
LSTY,FOR,M09,NR,AT	367814 	281515 	213057 	328253 	296243 
LSTY,FOR,M09,NR,BE	201754 	134806 	83636 	186609 	148714 
LSTY,FOR,M09,NR,BG	70205 	52058 	39984 	69833 	68810 
LSTY,FOR,M09,NR,CH	180427 	137618 	96342 	176258 	148456 
LSTY,FOR,M09,NR,CY	136886 	127601 	44223 	166035 	149560 
LSTY,FOR,M09,NR,CZ	140438 	79204 	57767 	237865 	224774 
LSTY,FOR,M09,NR,DE	504022 	309657 	251433 	571063 	543098 
LSTY,FOR,M09,NR,DK	111509 	82226 	66806 	111473 	116458 
LSTY,FOR,M09,NR,EE	25954 	19689 	11605 	35258 	28397 
LSTY,FOR,M09,NR,EL	1356643 	957595 	474656 	1104228 	952271 
LSTY,FOR,M09,NR,ES	2315471 	1508696 	392998 	2410439 	2188872 
LSTY,FOR,M09,NR,EU27_2020	13313852 	8781238 	4355558 	12777511 	11422830 
LSTY,FOR,M09,NR,FI	49770 	29716 	14965 	59025 	44743 
LSTY,FOR,M09,NR,FR	1822060 	1072645 	536667 	1597402 	1433040 
LSTY,FOR,M09,NR,HR	1072368 	867123 	220137 	857088 	803156 
LSTY,FOR,M09,NR,HU	194502 	129599 	36254 	275797 	239942 
LSTY,FOR,M09,NR,IE	140865 	70839 	43508 	186069 	190275 
LSTY,FOR,M09,NR,IS	63204 	46824 	7525 	67347 	92074 
LSTY,FOR,M09,NR,IT	2679787 	1697813 	988480 	2417580 	2076084 
LSTY,FOR,M09,NR,LI	688 	602 	731 	730 	565 
LSTY,FOR,M09,NR,LT	30682 	22165 	11180 	39234 	31737 
LSTY,FOR,M09,NR,LU	14003 	10806 	8296 	12550 	9964 
LSTY,FOR,M09,NR,LV	29434 	19230 	13573 	34261 	26874 
LSTY,FOR,M09,NR,MT	95736 	67538 	26761 	126506 	107237 
LSTY,FOR,M09,NR,NL	232866 	161343 	143108 	274004 	257003 
LSTY,FOR,M09,NR,NO	100937 	52474 	24341 	90755 	78905 
LSTY,FOR,M09,NR,PL	345763 	213520 	166531 	316937 	271235 
LSTY,FOR,M09,NR,PT	1036237 	627670 	385969 	1047341 	955086 
LSTY,FOR,M09,NR,RO	92118 	69040 	21751 	82472 	63659 
LSTY,FOR,M09,NR,SE	105519 	72572 	47696 	87120 	74737 
LSTY,FOR,M09,NR,SI	99077 	69878 	31634 	97551 	82989 
LSTY,FOR,M09,NR,SK	42369 	26694 	22883 	45518 	37872 
LSTY,FOR,M10,NR,AT	292989 	221127 	95501 	288896 	232962 
LSTY,FOR,M10,NR,BE	215267 	159035 	63439 	198495 	156471 
LSTY,FOR,M10,NR,BG	51535 	32980 	25047 	42337 	35463 
LSTY,FOR,M10,NR,CH	143447 	108115 	63793 	140286 	110977 
LSTY,FOR,M10,NR,CY	133980 	137199 	43855 	138380 	121069 
LSTY,FOR,M10,NR,CZ	143552 	85932 	25522 	250533 	219342 
LSTY,FOR,M10,NR,DE	479340 	333964 	198535 	534058 	474058 
LSTY,FOR,M10,NR,DK	92687 	81826 	42830 	88860 	83330 
LSTY,FOR,M10,NR,EE	23685 	18622 	7701 	31147 	24954 
LSTY,FOR,M10,NR,EL	600481 	531330 	285336 	480341 	387191 
LSTY,FOR,M10,NR,ES	2172774 	1656309 	376974 	2104996 	1889893 
LSTY,FOR,M10,NR,EU27_2020	9976945 	7114075 	2690961 	9508450 	8164174 
LSTY,FOR,M10,NR,FI	43829 	30170 	13504 	49756 	40231 
LSTY,FOR,M10,NR,FR	1322100 	845584 	292020 	1087282 	970744 
LSTY,FOR,M10,NR,HR	296324 	211323 	57071 	249064 	208215 
