indic_to,c_resid,month,unit,geo\time	2022 	2021 	2020 	2019 	2018 
STY,DOM,M08,NR,LI	: 	1 	: 	1 	1 
STY,DOM,M08,NR,LT	20355 	20377 	20032 	14288 	10206 
STY,DOM,M08,NR,LU	152 	161 	149 	116 	103 
STY,DOM,M08,NR,LV	8175 	10432 	8260 	5611 	3804 
STY,DOM,M08,NR,MT	742 	1269 	1210 	962 	813 
STY,DOM,M08,NR,NL	27942 	49197 	43075 	25524 	21423 
STY,DOM,M08,NR,NO	18799 	24089 	18024 	14499 	14182 
STY,DOM,M08,NR,PL	217882 	231571 	216288 	204208 	152159 
STY,DOM,M08,NR,PT	48604 	70435 	73539 	48155 	38549 
STY,DOM,M08,NR,RO	52577 	66853 	55648 	51078 	35965 
STY,DOM,M08,NR,SE	23524 	26113 	24546 	15214 	11333 
STY,DOM,M08,NR,SI	3250 	3551 	4351 	3377 	2941 
STY,DOM,M08,NR,SK	13660 	20986 	18417 	11361 	8149 
STY,DOM,M09,NR,AT	16053 	16089 	17346 	12331 	10236 
STY,DOM,M09,NR,BE	20740 	25557 	27162 	14393 	11416 
STY,DOM,M09,NR,BG	10290 	11686 	13351 	11779 	9441 
STY,DOM,M09,NR,CH	16660 	22107 	24426 	14066 	11609 
STY,DOM,M09,NR,CY	3099 	2531 	2481 	2740 	2596 
STY,DOM,M09,NR,CZ	21805 	26615 	24159 	21762 	20033 
STY,DOM,M09,NR,DE	289188 	295734 	324174 	270902 	224741 
STY,DOM,M09,NR,DK	11521 	12184 	12048 	10337 	9727 
STY,DOM,M09,NR,EE	6525 	6400 	5987 	4995 	3756 
STY,DOM,M09,NR,EL	47834 	41748 	26488 	41170 	32096 
STY,DOM,M09,NR,ES	322397 	332125 	244922 	293353 	263575 
STY,DOM,M09,NR,EU27_2020	1984901 	2027559 	1795537 	1683735 	1446224 
STY,DOM,M09,NR,FI	23118 	21795 	18272 	15295 	11566 
STY,DOM,M09,NR,FR	658857 	625241 	544308 	473941 	404693 
STY,DOM,M09,NR,HR	16716 	17639 	12854 	15304 	13916 
STY,DOM,M09,NR,HU	12434 	15017 	15297 	13735 	12534 
STY,DOM,M09,NR,IE	15107 	17679 	24025 	15897 	15143 
STY,DOM,M09,NR,IS	816 	688 	501 	675 	673 
STY,DOM,M09,NR,IT	218423 	229058 	178849 	205094 	187828 
STY,DOM,M09,NR,LI	3 	6 	1 	3 	2 
STY,DOM,M09,NR,LT	10054 	11384 	12206 	7258 	6781 
STY,DOM,M09,NR,LU	184 	171 	162 	193 	135 
STY,DOM,M09,NR,LV	4555 	5526 	4834 	3012 	2416 
STY,DOM,M09,NR,MT	953 	1263 	1255 	1058 	995 
STY,DOM,M09,NR,NL	25854 	32558 	34349 	21663 	19274 
STY,DOM,M09,NR,NO	13360 	11549 	10961 	10064 	9030 
STY,DOM,M09,NR,PL	157749 	174083 	152452 	144022 	116994 
STY,DOM,M09,NR,PT	36325 	41763 	39986 	34326 	29409 
STY,DOM,M09,NR,RO	33156 	40353 	35807 	31912 	23503 
STY,DOM,M09,NR,SE	10636 	10387 	9301 	7654 	5743 
STY,DOM,M09,NR,SI	2209 	2427 	3177 	2226 	2185 
STY,DOM,M09,NR,SK	9119 	10546 	10285 	7383 	5492 
STY,DOM,M10,NR,AT	14778 	15341 	13507 	11830 	10526 
STY,DOM,M10,NR,BE	20908 	21730 	21735 	15120 	11016 
STY,DOM,M10,NR,BG	7189 	5698 	5954 	6264 	4958 
STY,DOM,M10,NR,CH	18829 	27259 	26244 	13871 	12384 
STY,DOM,M10,NR,CY	2718 	2588 	2056 	2374 	1593 
STY,DOM,M10,NR,CZ	20557 	21125 	10191 	22768 	16795 
STY,DOM,M10,NR,DE	272623 	298282 	293537 	279442 	206282 
STY,DOM,M10,NR,DK	11135 	12994 	14157 	11102 	10330 
STY,DOM,M10,NR,EE	6607 	7041 	6552 	5477 	3908 
STY,DOM,M10,NR,EL	38694 	32291 	22332 	34009 	19658 
STY,DOM,M10,NR,ES	248358 	289694 	161164 	230933 	209506 
STY,DOM,M10,NR,EU27_2020	1784279 	1816088 	1378822 	1509742 	1230973 
STY,DOM,M10,NR,FI	19865 	20698 	17200 	14435 	10943 
STY,DOM,M10,NR,FR	653319 	620916 	477252 	456889 	383059 
STY,DOM,M10,NR,HR	14849 	13839 	9360 	13552 	10974 
STY,DOM,M10,NR,HU	11695 	15047 	14662 	15584 	14054 
STY,DOM,M10,NR,IE	11826 	15306 	6450 	14955 	14384 
STY,DOM,M10,NR,IS	735 	810 	513 	753 	601 
STY,DOM,M10,NR,IT	181215 	169233 	97778 	158881 	129112 
STY,DOM,M10,NR,LI	1 	1 	0 	2 	1 
STY,DOM,M10,NR,LT	9264 	10345 	9217 	6124 	4804 
STY,DOM,M10,NR,LU	220 	196 	172 	186 	169 
STY,DOM,M10,NR,LV	4544 	5226 	4893 	2764 	1998 
STY,DOM,M10,NR,MT	656 	701 	738 	683 	544 
STY,DOM,M10,NR,NL	25059 	31753 	33825 	23009 	20914 
STY,DOM,M10,NR,NO	12103 	12269 	10125 	9381 	8531 
STY,DOM,M10,NR,PL	134522 	134934 	93919 	118958 	93111 
STY,DOM,M10,NR,PT	23732 	28454 	24561 	20721 	21882 
STY,DOM,M10,NR,RO	31495 	24726 	22844 	26833 	18065 
STY,DOM,M10,NR,SE	7883 	7983 	8954 	6207 	4689 
STY,DOM,M10,NR,SI	2341 	1951 	927 	2320 	1867 
STY,DOM,M10,NR,SK	8227 	7996 	4885 	8322 	5832 
STY,DOM,M11,NR,AT	9610 	7035 	3721 	10792 	9224 
STY,DOM,M11,NR,BE	18881 	22263 	24596 	13829 	10606 
STY,DOM,M11,NR,BG	5689 	4553 	3227 	6144 	4879 
STY,DOM,M11,NR,CH	10690 	12241 	14930 	10256 	8561 
STY,DOM,M11,NR,CY	2001 	1750 	1147 	1868 	1431 
STY,DOM,M11,NR,CZ	15213 	11855 	5066 	17273 	14217 
STY,DOM,M11,NR,DE	150101 	141603 	45904 	164185 	130964 
STY,DOM,M11,NR,DK	7069 	7676 	6680 	7934 	7439 
STY,DOM,M11,NR,EE	5428 	5439 	4812 	5484 	3636 
STY,DOM,M11,NR,EL	30972 	27102 	7955 	29236 	19802 
STY,DOM,M11,NR,ES	180337 	174840 	61630 	204291 	174101 
STY,DOM,M11,NR,EU27_2020	1323834 	1249098 	460286 	1243489 	997813 
STY,DOM,M11,NR,FI	16078 	13948 	10735 	12798 	10246 
STY,DOM,M11,NR,FR	525844 	492448 	130555 	375167 	299067 
STY,DOM,M11,NR,HR	10582 	10132 	6339 	11576 	9206 
STY,DOM,M11,NR,HU	9321 	8368 	5561 	12481 	10310 
STY,DOM,M11,NR,IE	10077 	8839 	3079 	12338 	11148 
STY,DOM,M11,NR,IS	524 	536 	368 	598 	518 
STY,DOM,M11,NR,IT	118561 	109846 	28043 	148922 	124832 
STY,DOM,M11,NR,LI	2 	1 	2 	: 	2 
STY,DOM,M11,NR,LT	7485 	7189 	5201 	5674 	3745 
STY,DOM,M11,NR,LU	169 	165 	191 	223 	148 
STY,DOM,M11,NR,LV	3734 	3865 	3383 	2719 	1862 
STY,DOM,M11,NR,MT	465 	504 	665 	669 	578 
STY,DOM,M11,NR,NL	17935 	20142 	17089 	18982 	15649 
STY,DOM,M11,NR,NO	9050 	8010 	5047 	7872 	7282 
STY,DOM,M11,NR,PL	117004 	112240 	49483 	121164 	90215 
STY,DOM,M11,NR,PT	17981 	17795 	10949 	19139 	14292 
STY,DOM,M11,NR,RO	28111 	27457 	15334 	26745 	19609 
STY,DOM,M11,NR,SE	6884 	6816 	4471 	5468 	4185 
STY,DOM,M11,NR,SI	1608 	1024 	153 	1599 	1492 
STY,DOM,M11,NR,SK	6694 	4204 	4317 	6789 	4930 
STY,DOM,M12,NR,AT	13487 	8873 	4761 	12034 	9645 
STY,DOM,M12,NR,BE	20829 	24645 	29820 	15713 	12236 
STY,DOM,M12,NR,BG	7077 	7186 	4754 	6966 	5614 
STY,DOM,M12,NR,CH	17933 	22526 	24356 	14916 	12300 
STY,DOM,M12,NR,CY	2933 	2607 	2247 	2530 	2107 
STY,DOM,M12,NR,CZ	14773 	12862 	8045 	15826 	12974 
STY,DOM,M12,NR,DE	172859 	139688 	35352 	185092 	145309 
STY,DOM,M12,NR,DK	6715 	6990 	6814 	6538 	6049 
STY,DOM,M12,NR,EE	6686 	7167 	5874 	5932 	4193 
STY,DOM,M12,NR,EL	40911 	36711 	11626 	36384 	25593 
STY,DOM,M12,NR,ES	252723 	254824 	103159 	252761 	201958 
STY,DOM,M12,NR,EU27_2020	1601286 	1501158 	773352 	1399348 	1132414 
STY,DOM,M12,NR,FI	17569 	16432 	14043 	12032 	9214 
STY,DOM,M12,NR,FR	605341 	567236 	353353 	422355 	347273 
STY,DOM,M12,NR,HR	12823 	12866 	7546 	15943 	13564 
STY,DOM,M12,NR,HU	9747 	9365 	4496 	11991 	10551 
STY,DOM,M12,NR,IE	11459 	10205 	8546 	12847 	12236 
STY,DOM,M12,NR,IS	493 	598 	470 	451 	414 
STY,DOM,M12,NR,IT	184897 	163086 	38971 	181358 	159767 
STY,DOM,M12,NR,LI	0 	3 	1 	: 	2 
STY,DOM,M12,NR,LT	8760 	9174 	3674 	7247 	4810 
STY,DOM,M12,NR,LU	215 	192 	234 	242 	167 
STY,DOM,M12,NR,LV	4239 	4872 	3860 	2895 	2012 
STY,DOM,M12,NR,MT	729 	947 	1216 	851 	833 
STY,DOM,M12,NR,NL	18222 	21235 	24890 	18234 	15556 
STY,DOM,M12,NR,NO	8513 	7795 	7901 	6594 	5615 
STY,DOM,M12,NR,PL	115529 	112925 	51881 	105737 	81501 
STY,DOM,M12,NR,PT	26330 	25610 	17856 	22974 	19996 
STY,DOM,M12,NR,RO	28717 	30174 	16996 	29161 	17856 
STY,DOM,M12,NR,SE	7288 	7496 	7229 	5562 	3930 
STY,DOM,M12,NR,SI	2684 	2186 	201 	2740 	2404 
STY,DOM,M12,NR,SK	7744 	5604 	5908 	7403 	5066 
STY,DOM,TOTAL,NR,AT	168542 	137813 	144701 	144260 	118630 
STY,DOM,TOTAL,NR,BE	262283 	371515 	212709 	165708 	130006 
STY,DOM,TOTAL,NR,BG	111594 	118286 	92902 	107131 	84946 
STY,DOM,TOTAL,NR,CH	231328 	302390 	247765 	168298 	140763 
STY,DOM,TOTAL,NR,CY	38199 	33909 	33970 	35652 	28882 
STY,DOM,TOTAL,NR,CZ	238173 	200539 	192741 	233762 	193312 
STY,DOM,TOTAL,NR,DE	2713554 	2036990 	2152033 	2551222 	1973939 
STY,DOM,TOTAL,NR,DK	132854 	157179 	139851 	126261 	108477 
STY,DOM,TOTAL,NR,EE	92570 	97387 	76445 	66967 	51157 
STY,DOM,TOTAL,NR,EL	532251 	443996 	304083 	452518 	324304 
STY,DOM,TOTAL,NR,ES	3403596 	3045288 	2052160 	3147126 	2690004 
STY,DOM,TOTAL,NR,EU27_2020	22406854 	20064289 	15093527 	18523012 	15029727 
STY,DOM,TOTAL,NR,FI	269750 	260225 	200779 	179684 	137317 
STY,DOM,TOTAL,NR,FR	8408166 	7499038 	5112227 	5816542 	4763721 
STY,DOM,TOTAL,NR,HR	191401 	186584 	131852 	175181 	146980 
STY,DOM,TOTAL,NR,HU	158492 	150816 	152266 	178238 	155353 
STY,DOM,TOTAL,NR,IE	177336 	194500 	157028 	188869 	164548 
STY,DOM,TOTAL,NR,IS	10656 	12955 	9821 	9290 	8636 
STY,DOM,TOTAL,NR,IT	2271717 	1918740 	1396870 	2185646 	1850916 
STY,DOM,TOTAL,NR,LI	19 	19 	16 	16 	15 
STY,DOM,TOTAL,NR,LT	134336 	134903 	106636 	88673 	66264 
STY,DOM,TOTAL,NR,LU	2073 	2432 	2062 	2014 	1633 
STY,DOM,TOTAL,NR,LV	62457 	77177 	51348 	36662 	25293 
STY,DOM,TOTAL,NR,MT	8350 	9628 	9779 	8941 	7651 
STY,DOM,TOTAL,NR,NL	282013 	423494 	290663 	238316 	204720 
STY,DOM,TOTAL,NR,NO	169545 	188174 	151726 	131672 	115039 
STY,DOM,TOTAL,NR,PL	1727282 	1518926 	1252348 	1538712 	1165576 
STY,DOM,TOTAL,NR,PT	336257 	360441 	301812 	303616 	248022 
STY,DOM,TOTAL,NR,RO	392609 	394497 	274475 	330729 	224324 
STY,DOM,TOTAL,NR,SE	161047 	172290 	139278 	105389 	77551 
STY,DOM,TOTAL,NR,SI	26976 	21146 	21477 	26892 	23928 
STY,DOM,TOTAL,NR,SK	102976 	96550 	91032 	88301 	62273 
STY,FOR,M01,NR,AT	46111 	3022 	97835 	80740 	65523 
STY,FOR,M01,NR,BE	25720 	6640 	37790 	32276 	25637 
STY,FOR,M01,NR,BG	5306 	2528 	9822 	7939 	7125 
STY,FOR,M01,NR,CH	19614 	10172 	32014 	27773 	23358 
STY,FOR,M01,NR,CY	5387 	633 	8203 	7090 	4543 
STY,FOR,M01,NR,CZ	13186 	1842 	47776 	44418 	38621 
STY,FOR,M01,NR,DE	33915 	10731 	78638 	82020 	69228 
STY,FOR,M01,NR,DK	5213 	1224 	11674 	14201 	12794 
STY,FOR,M01,NR,EE	3259 	1012 	10643 	8396 	7102 
STY,FOR,M01,NR,EL	16098 	2967 	27862 	22473 	16758 
STY,FOR,M01,NR,ES	172246 	36521 	249574 	250761 	208811 
STY,FOR,M01,NR,EU27_2020	670287 	138998 	1248874 	1165492 	970110 
STY,FOR,M01,NR,FI	8396 	1859 	20796 	17662 	14044 
STY,FOR,M01,NR,FR	99506 	26048 	147423 	147439 	124389 
STY,FOR,M01,NR,HR	9298 	1667 	10914 	9795 	9443 
STY,FOR,M01,NR,HU	24763 	1877 	50582 	41719 	34454 
STY,FOR,M01,NR,IE	6343 	1310 	18116 	22548 	18294 
STY,FOR,M01,NR,IS	5952 	507 	12984 	16213 	17755 
STY,FOR,M01,NR,IT	68865 	6601 	163947 	147880 	126669 
STY,FOR,M01,NR,LI	73 	45 	152 	126 	114 
STY,FOR,M01,NR,LT	3517 	898 	10019 	8274 	6889 
STY,FOR,M01,NR,LU	1354 	830 	2482 	2013 	1349 
STY,FOR,M01,NR,LV	2356 	629 	7377 	5886 	4321 
STY,FOR,M01,NR,MT	2986 	1012 	6900 	6464 	5317 
STY,FOR,M01,NR,NL	7951 	3645 	31619 	35433 	30980 
STY,FOR,M01,NR,NO	7475 	1315 	16618 	15283 	12879 
STY,FOR,M01,NR,PL	33118 	6334 	65603 	52425 	42486 
STY,FOR,M01,NR,PT	50314 	11794 	86260 	79248 	64438 
STY,FOR,M01,NR,RO	7563 	3065 	13606 	10691 	7551 
STY,FOR,M01,NR,SE	7507 	3428 	10248 	9839 	8234 
STY,FOR,M01,NR,SI	5050 	241 	8761 	7066 	6636 
STY,FOR,M01,NR,SK	4959 	640 	14404 	10796 	8474 
STY,FOR,M02,NR,AT	66252 	3037 	108055 	88016 	69526 
STY,FOR,M02,NR,BE	27018 	5407 	44397 	34986 	27336 
STY,FOR,M02,NR,BG	6200 	2139 	9648 	7051 	6572 
STY,FOR,M02,NR,CH	22307 	9630 	34026 	26109 	22592 
STY,FOR,M02,NR,CY	7013 	601 	9554 	7544 	5051 
STY,FOR,M02,NR,CZ	17881 	1465 	50256 	41243 	35466 
STY,FOR,M02,NR,DE	40284 	10763 	89766 	81392 	69104 
STY,FOR,M02,NR,DK	7392 	1091 	12310 	11095 	10636 
STY,FOR,M02,NR,EE	3344 	905 	8291 	5771 	5064 
STY,FOR,M02,NR,EL	20725 	2835 	30446 	23180 	16881 
STY,FOR,M02,NR,ES	221627 	32492 	280114 	256687 	218675 
STY,FOR,M02,NR,EU27_2020	898231 	128677 	1364682 	1152328 	977919 
STY,FOR,M02,NR,FI	9853 	1707 	18248 	15137 	13056 
STY,FOR,M02,NR,FR	108630 	21304 	153283 	123071 	113108 
STY,FOR,M02,NR,HR	11927 	2156 	11465 	9985 	7623 
STY,FOR,M02,NR,HU	29061 	1840 	51418 	39021 	32443 
STY,FOR,M02,NR,IE	9800 	956 	20894 	23040 	20775 
STY,FOR,M02,NR,IS	9634 	630 	15712 	21189 	23331 
STY,FOR,M02,NR,IT	125730 	12656 	189757 	165152 	141341 
STY,FOR,M02,NR,LI	116 	58 	172 	120 	103 
STY,FOR,M02,NR,LT	3424 	829 	7750 	5566 	4800 
STY,FOR,M02,NR,LU	1379 	752 	2576 	2037 	1329 
STY,FOR,M02,NR,LV	2808 	569 	6262 	3803 	3091 
STY,FOR,M02,NR,MT	4086 	808 	8196 	5943 	5400 
STY,FOR,M02,NR,NL	16245 	3528 	40397 	36162 	33462 
STY,FOR,M02,NR,NO	12277 	1007 	20977 	17197 	14475 
STY,FOR,M02,NR,PL	44290 	8847 	62509 	47277 	38260 
STY,FOR,M02,NR,PT	80666 	4999 	99004 	80047 	67785 
STY,FOR,M02,NR,RO	9511 	3024 	14020 	10055 	7586 
STY,FOR,M02,NR,SE	9987 	3053 	12503 	10792 	8855 
STY,FOR,M02,NR,SI	5054 	289 	7665 	5866 	5168 
STY,FOR,M02,NR,SK	8044 	625 	15898 	12409 	9526 
STY,FOR,M03,NR,AT	65897 	3432 	37981 	85128 	76412 
STY,FOR,M03,NR,BE	31497 	6450 	19419 	43331 	38111 
STY,FOR,M03,NR,BG	7357 	2281 	3676 	7243 	6946 
STY,FOR,M03,NR,CH	25165 	12788 	14543 	33641 	31071 
STY,FOR,M03,NR,CY	10201 	1089 	5268 	10601 	8832 
STY,FOR,M03,NR,CZ	20075 	1141 	16580 	46584 	47111 
STY,FOR,M03,NR,DE	45170 	13349 	34001 	94238 	82879 
STY,FOR,M03,NR,DK	10864 	1561 	5669 	16169 	18015 
STY,FOR,M03,NR,EE	4098 	652 	3756 	6966 	6825 
STY,FOR,M03,NR,EL	35598 	3416 	16252 	35859 	35901 
STY,FOR,M03,NR,ES	272437 	49733 	121299 	308673 	270807 
STY,FOR,M03,NR,EU27_2020	1169844 	158257 	532302 	1469343 	1384937 
STY,FOR,M03,NR,FI	9713 	1714 	9102 	14493 	13332 
STY,FOR,M03,NR,FR	152461 	22905 	65602 	174073 	182355 
STY,FOR,M03,NR,HR	18759 	4997 	4788 	17781 	19040 
STY,FOR,M03,NR,HU	32893 	1774 	20279 	45481 	41027 
STY,FOR,M03,NR,IE	17883 	1254 	15448 	43376 	38098 
STY,FOR,M03,NR,IS	13525 	1060 	9972 	24615 	28072 
STY,FOR,M03,NR,IT	178384 	9710 	22509 	226521 	220271 
STY,FOR,M03,NR,LI	101 	49 	56 	139 	137 
STY,FOR,M03,NR,LT	4373 	982 	3989 	7831 	7365 
STY,FOR,M03,NR,LU	1677 	802 	1177 	2647 	1943 
STY,FOR,M03,NR,LV	3289 	591 	3035 	4963 	4161 
STY,FOR,M03,NR,MT	6204 	912 	3600 	8564 	9014 
STY,FOR,M03,NR,NL	28395 	4646 	19207 	49542 	52684 
STY,FOR,M03,NR,NO	14304 	1413 	8752 	19129 	17810 
STY,FOR,M03,NR,PL	61819 	9886 	28580 	61866 	55441 
STY,FOR,M03,NR,PT	110083 	7544 	52269 	115328 	110369 
STY,FOR,M03,NR,RO	17605 	3091 	5765 	13300 	10886 
STY,FOR,M03,NR,SE	9693 	3324 	5825 	10808 	10417 
STY,FOR,M03,NR,SI	6182 	471 	2399 	7527 	8214 
STY,FOR,M03,NR,SK	7237 	550 	4827 	10450 	8481 
STY,FOR,M04,NR,AT	57265 	3437 	2274 	83784 	54511 
STY,FOR,M04,NR,BE	51284 	7556 	1681 	59544 	44438 
STY,FOR,M04,NR,BG	8265 	2362 	323 	9471 	9747 
STY,FOR,M04,NR,CH	27938 	9629 	1724 	35166 	26837 
STY,FOR,M04,NR,CY	14296 	2805 	427 	14555 	11280 
STY,FOR,M04,NR,CZ	31671 	1717 	1151 	70094 	56753 
STY,FOR,M04,NR,DE	72166 	13612 	6379 	117220 	98274 
STY,FOR,M04,NR,DK	20336 	1865 	990 	25729 	20488 
STY,FOR,M04,NR,EE	5609 	838 	387 	9810 	7618 
STY,FOR,M04,NR,EL	96339 	5050 	1964 	96057 	70456 
STY,FOR,M04,NR,ES	351732 	60126 	7490 	397723 	345644 
STY,FOR,M04,NR,EU27_2020	1848435 	186565 	49415 	2248580 	1737924 
STY,FOR,M04,NR,FI	7650 	1793 	689 	11797 	9881 
STY,FOR,M04,NR,FR	261507 	19042 	5490 	261674 	184607 
STY,FOR,M04,NR,HR	64721 	9477 	693 	77895 	55596 
STY,FOR,M04,NR,HU	41139 	2075 	1094 	71009 	53388 
STY,FOR,M04,NR,IE	28918 	1621 	1319 	53944 	43654 
STY,FOR,M04,NR,IS	13752 	1350 	524 	17328 	19929 
STY,FOR,M04,NR,IT	369681 	10253 	3932 	429224 	329589 
STY,FOR,M04,NR,LI	126 	58 	12 	176 	150 
STY,FOR,M04,NR,LT	5900 	1286 	326 	10393 	8984 
STY,FOR,M04,NR,LU	2464 	1055 	144 	3263 	2211 
STY,FOR,M04,NR,LV	5058 	741 	344 	8118 	5540 
STY,FOR,M04,NR,MT	11624 	1005 	478 	15646 	13278 
STY,FOR,M04,NR,NL	58915 	6126 	3651 	90220 	70818 
STY,FOR,M04,NR,NO	15777 	1155 	641 	18416 	15571 
STY,FOR,M04,NR,PL	62004 	9031 	2224 	83113 	59480 
STY,FOR,M04,NR,PT	167298 	14894 	3487 	181539 	137471 
STY,FOR,M04,NR,RO	17051 	3560 	435 	20675 	12944 
STY,FOR,M04,NR,SE	14422 	4155 	1737 	13991 	10284 
STY,FOR,M04,NR,SI	13288 	397 	138 	18875 	12617 
STY,FOR,M04,NR,SK	7832 	686 	168 	13217 	8373 
STY,FOR,M05,NR,AT	56783 	11938 	3218 	79026 	64902 
STY,FOR,M05,NR,BE	52140 	16344 	2777 	60197 	49570 
STY,FOR,M05,NR,BG	9369 	4203 	543 	10576 	10504 
STY,FOR,M05,NR,CH	36052 	12280 	3585 	44636 	36376 
STY,FOR,M05,NR,CY	16301 	5224 	640 	16464 	14599 
STY,FOR,M05,NR,CZ	34764 	3300 	1792 	74411 	70892 
STY,FOR,M05,NR,DE	87957 	17134 	11252 	129030 	107082 
STY,FOR,M05,NR,DK	23066 	2707 	1701 	35179 	38720 
STY,FOR,M05,NR,EE	6442 	1303 	892 	14938 	11073 
STY,FOR,M05,NR,EL	146461 	30718 	3283 	135894 	117208 
STY,FOR,M05,NR,ES	399203 	108456 	8215 	442314 	401815 
STY,FOR,M05,NR,EU27_2020	2130799 	417601 	80537 	2543482 	2274504 
STY,FOR,M05,NR,FI	9240 	2233 	1038 	16574 	12153 
STY,FOR,M05,NR,FR	281497 	39603 	9573 	275559 	257547 
STY,FOR,M05,NR,HR	101658 	24912 	2835 	117526 	115582 
STY,FOR,M05,NR,HU	40748 	3525 	1434 	72718 	62369 
STY,FOR,M05,NR,IE	33723 	3275 	1570 	69087 	68194 
STY,FOR,M05,NR,IS	18942 	4324 	532 	21520 	29478 
STY,FOR,M05,NR,IT	444493 	53977 	4932 	493015 	444686 
STY,FOR,M05,NR,LI	174 	67 	26 	202 	188 
STY,FOR,M05,NR,LT	7203 	1658 	875 	15687 	12384 
STY,FOR,M05,NR,LU	2887 	1580 	414 	3544 	2847 
STY,FOR,M05,NR,LV	6322 	1057 	1038 	12885 	8640 
STY,FOR,M05,NR,MT	13016 	2560 	396 	18107 	16281 
STY,FOR,M05,NR,NL	49749 	9717 	8613 	75794 	77261 
STY,FOR,M05,NR,NO	23147 	1294 	1325 	28703 	25899 
STY,FOR,M05,NR,PL	64534 	16397 	4043 	89537 	70355 
STY,FOR,M05,NR,PT	181915 	42341 	4916 	203969 	177150 
STY,FOR,M05,NR,RO	18822 	5328 	761 	22045 	16272 
STY,FOR,M05,NR,SE	17489 	4731 	3018 	20757 	17248 
STY,FOR,M05,NR,SI	16701 	2150 	438 	20790 	18895 
STY,FOR,M05,NR,SK	8316 	1230 	330 	17859 	10275 
STY,FOR,M06,NR,AT	81042 	29357 	21376 	103492 	71973 
STY,FOR,M06,NR,BE	54308 	18002 	12182 	60109 	45053 
STY,FOR,M06,NR,BG	14638 	7911 	2239 	18497 	16995 
STY,FOR,M06,NR,CH	46052 	13974 	9147 	58713 	46950 
STY,FOR,M06,NR,CY	17108 	10218 	1570 	18892 	16484 
STY,FOR,M06,NR,CZ	39738 	8322 	8075 	76497 	63746 
STY,FOR,M06,NR,DE	99716 	27271 	26062 	133741 	123469 
STY,FOR,M06,NR,DK	34204 	6586 	5180 	41167 	37676 
STY,FOR,M06,NR,EE	9963 	2807 	4243 	19327 	16086 
STY,FOR,M06,NR,EL	259414 	100567 	13064 	223429 	185668 
STY,FOR,M06,NR,ES	406511 	134520 	18457 	466879 	399610 
STY,FOR,M06,NR,EU27_2020	2818281 	845320 	327687 	3176001 	2595573 
STY,FOR,M06,NR,FI	11865 	2417 	1942 	18689 	16218 
STY,FOR,M06,NR,FR	403900 	83855 	45674 	419778 	332577 
STY,FOR,M06,NR,HR	261407 	96700 	46057 	263039 	217506 
STY,FOR,M06,NR,HU	49084 	11266 	6271 	78498 	62521 
STY,FOR,M06,NR,IE	42388 	6070 	2704 	74159 	69328 
STY,FOR,M06,NR,IS	31418 	11860 	1826 	35977 	44719 
STY,FOR,M06,NR,IT	559862 	140214 	32209 	589716 	458384 
STY,FOR,M06,NR,LI	235 	84 	65 	239 	194 
STY,FOR,M06,NR,LT	10561 	3002 	4182 	16563 	15091 
STY,FOR,M06,NR,LU	3164 	1492 	922 	4217 	2966 
STY,FOR,M06,NR,LV	10341 	1891 	5257 	15304 	11920 
STY,FOR,M06,NR,MT	14709 	5025 	345 	20047 	17689 
STY,FOR,M06,NR,NL	58287 	17043 	27635 	83387 	72141 
STY,FOR,M06,NR,NO	45970 	1817 	2761 	49575 	41896 
STY,FOR,M06,NR,PL	79673 	29611 	14913 	103781 	81743 
STY,FOR,M06,NR,PT	204772 	72009 	12346 	221762 	185922 
STY,FOR,M06,NR,RO	21591 	10415 	2347 	25978 	16817 
STY,FOR,M06,NR,SE	28680 	7928 	4154 	28232 	22603 
STY,FOR,M06,NR,SI	29306 	7759 	5810 	33068 	24504 
STY,FOR,M06,NR,SK	12049 	3062 	2471 	17753 	10883 
STY,FOR,M07,NR,AT	125045 	76225 	69785 	130483 	110727 
STY,FOR,M07,NR,BE	68647 	30812 	36854 	65623 	52452 
STY,FOR,M07,NR,BG	23876 	19700 	8337 	29866 	27222 
STY,FOR,M07,NR,CH	57900 	27992 	24213 	63907 	52997 
STY,FOR,M07,NR,CY	18944 	17365 	6165 	20094 	18088 
STY,FOR,M07,NR,CZ	47274 	20131 	22741 	89373 	81627 
STY,FOR,M07,NR,DE	148605 	67031 	73770 	171256 	156156 
STY,FOR,M07,NR,DK	55619 	19830 	17395 	57642 	50194 
STY,FOR,M07,NR,EE	19024 	8344 	12693 	30163 	26364 
STY,FOR,M07,NR,EL	376898 	249101 	88861 	300377 	256228 
STY,FOR,M07,NR,ES	467872 	252203 	130879 	507200 	477097 
STY,FOR,M07,NR,EU27_2020	3896177 	2126240 	1327061 	3956053 	3529320 
STY,FOR,M07,NR,FI	17285 	6185 	4880 	23475 	19566 
STY,FOR,M07,NR,FR	596199 	279533 	235936 	507871 	451289 
STY,FOR,M07,NR,HR	456361 	337753 	176316 	429276 	409784 
STY,FOR,M07,NR,HU	68602 	26968 	25032 	98902 	89034 
STY,FOR,M07,NR,IE	52024 	14613 	9751 	83438 	80092 
STY,FOR,M07,NR,IS	39448 	23407 	10499 	44800 	51864 
STY,FOR,M07,NR,IT	696598 	384309 	163107 	671719 	589043 
STY,FOR,M07,NR,LI	318 	155 	195 	280 	237 
STY,FOR,M07,NR,LT	15760 	8112 	11841 	25767 	22208 
